Present_Tmax,Present_Tmin,DEM,lat,lon,Slope,Solar radiation,Act_Next_Tmax,Act_Next_Tmin,Date
31.9,22.7,132.118,37.5507,126.988,0.5931,5501.149414,32.8,24.4,30/7/2014
32.8,24.4,59.8324,37.5776,127.083,2.6865,5434.702148,32.8,25,30/7/2014
32.8,25,30.968,37.4967,126.927,0.618,5437.17041,32.1,24.6,30/7/2014
32.1,24.6,30.0464,37.5507,126.937,0.8552,5452.110352,31.8,22.6,30/7/2014
31.8,22.6,82.2912,37.4697,126.995,2.2579,5424.245117,31.8,23,30/7/2014
31.8,23,53.4712,37.6181,127.099,0.697,5451.944824,33.6,24.8,30/7/2014
33.6,24.8,56.4448,37.4832,127.024,1.2313,5437.720703,32.9,24.2,30/7/2014
32.9,24.2,75.0924,37.5776,126.938,1.7678,5478.664551,32.3,24,30/7/2014
32.3,24,146.554,37.6181,127.004,4.7296,5525.581543,31.9,24.6,30/7/2014
31.9,24.6,26.298,37.5507,127.04,0.5721,5441.987305,33.1,24.6,30/7/2014
33.1,24.6,21.9668,37.5102,127.086,0.1332,5432.503418,32.6,25.5,30/7/2014
32.6,25.5,15.5876,37.5372,126.891,0.1554,5432.126465,32.3,25.6,30/7/2014
32.3,25.6,17.2956,37.5237,126.909,0.2223,5429.587402,32.8,25.5,30/7/2014
32.8,25.5,19.5844,37.5237,126.97,0.2713,5437.53418,30.7,23,30/7/2014
30.7,23,212.335,37.6046,126.991,2.785,5564.09082,32.4,23.8,31/7/2014
32.4,23.8,44.7624,37.6046,127.032,0.5141,5427.936523,32.5,24.7,31/7/2014
32.5,24.7,33.3068,37.5776,127.058,0.2661,5422.421387,34,25.2,31/7/2014
34,25.2,45.716,37.645,127.022,2.5348,5414.195313,32.5,23.8,31/7/2014
32.5,23.8,35.038,37.5507,127.135,0.5055,5414.678711,33,25.6,31/7/2014
33,25.6,54.6384,37.5102,127.042,0.1457,5428.76123,33.2,26.5,31/7/2014
33.2,26.5,12.37,37.5776,126.838,0.0985,5406.260254,33.5,26.2,31/7/2014
33.5,26.2,52.518,37.4697,126.91,1.5629,5414.691895,32.9,25,31/7/2014
32.9,25,50.9312,37.4967,126.826,0.4125,5435.52002,32.7,23.6,31/7/2014
32.7,23.6,208.507,37.4562,126.955,5.1782,5405.70752,32.3,24.8,31/7/2014
32.3,24.8,28.7,37.5372,127.085,0.6233,5425.785156,31.9,23.8,31/7/2014
31.9,23.8,132.118,37.5507,126.988,0.5931,5477.556152,32.6,25.2,31/7/2014
32.6,25.2,59.8324,37.5776,127.083,2.6865,5410.96875,33.2,26.4,31/7/2014
33.2,26.4,30.968,37.4967,126.927,0.618,5413.71582,32.6,25.5,31/7/2014
32.6,25.5,30.0464,37.5507,126.937,0.8552,5428.960938,32.1,24,31/7/2014
32.1,24,82.2912,37.4697,126.995,2.2579,5399.98584,31.6,23.1,31/7/2014
31.6,23.1,53.4712,37.6181,127.099,0.697,5428.502441,34,26.7,31/7/2014
34,26.7,56.4448,37.4832,127.024,1.2313,5413.949219,33.6,24.8,31/7/2014
33.6,24.8,75.0924,37.5776,126.938,1.7678,5455.486816,33.4,25.2,31/7/2014
33.4,25.2,146.554,37.6181,127.004,4.7296,5502.795898,32.5,24.7,31/7/2014
32.5,24.7,26.298,37.5507,127.04,0.5721,5418.70459,32.9,25.4,31/7/2014
32.9,25.4,21.9668,37.5102,127.086,0.1332,5409.069824,33.6,27.1,31/7/2014
33.6,27.1,15.5876,37.5372,126.891,0.1554,5408.750488,33.2,27,31/7/2014
33.2,27,17.2956,37.5237,126.909,0.2223,5406.136719,33.1,26,31/7/2014
33.1,26,19.5844,37.5237,126.97,0.2713,5414.240723,32.2,22.9,31/7/2014
32.2,22.9,212.335,37.6046,126.991,2.785,5540.737793,34.2,22.2,1/8/2014
34.2,22.2,44.7624,37.6046,127.032,0.5141,5404.02002,33.2,23.4,1/8/2014
33.2,23.4,33.3068,37.5776,127.058,0.2661,5398.517578,34.2,24,1/8/2014
34.2,24,45.716,37.645,127.022,2.5348,5390.27832,33.2,22.8,1/8/2014
33.2,22.8,35.038,37.5507,127.135,0.5055,5390.597168,34.5,24.1,1/8/2014
34.5,24.1,54.6384,37.5102,127.042,0.1457,5404.668457,34,25.3,1/8/2014
34,25.3,12.37,37.5776,126.838,0.0985,5382.273438,34.1,25.1,1/8/2014
34.1,25.1,52.518,37.4697,126.91,1.5629,5390.396484,34.8,25.4,1/8/2014
34.8,25.4,50.9312,37.4967,126.826,0.4125,5411.600586,33.1,21.9,1/8/2014
33.1,21.9,208.507,37.4562,126.955,5.1782,5379.565918,34.7,24,1/8/2014
34.7,24,28.7,37.5372,127.085,0.6233,5402.019531,32.4,22.5,1/8/2014
32.4,22.5,132.118,37.5507,126.988,0.5931,5453.363281,33.8,24.2,1/8/2014
33.8,24.2,59.8324,37.5776,127.083,2.6865,5386.63623,34.4,24.7,1/8/2014
34.4,24.7,30.968,37.4967,126.927,0.618,5389.664551,33.7,24.4,1/8/2014
33.7,24.4,30.0464,37.5507,126.937,0.8552,5405.21875,32.6,22.6,1/8/2014
32.6,22.6,82.2912,37.4697,126.995,2.2579,5375.120117,32.7,21.6,1/8/2014
32.7,21.6,53.4712,37.6181,127.099,0.697,5404.463867,35.5,24.7,1/8/2014
35.5,24.7,56.4448,37.4832,127.024,1.2313,5389.57666,34.4,24.6,1/8/2014
34.4,24.6,75.0924,37.5776,126.938,1.7678,5431.715332,34.4,23.9,1/8/2014
34.4,23.9,146.554,37.6181,127.004,4.7296,5479.45752,33.7,24.1,1/8/2014
33.7,24.1,26.298,37.5507,127.04,0.5721,5394.827637,34.3,23.9,1/8/2014
34.3,23.9,21.9668,37.5102,127.086,0.1332,5385.040527,35.5,25.3,1/8/2014
35.5,25.3,15.5876,37.5372,126.891,0.1554,5384.778809,34.6,25.1,1/8/2014
34.6,25.1,17.2956,37.5237,126.909,0.2223,5382.089355,34.6,24.6,1/8/2014
34.6,24.6,19.5844,37.5237,126.97,0.2713,5390.352051,32.2,26,1/8/2014
32.2,26,212.335,37.6046,126.991,2.785,5516.807129,34.4,25.7,2/8/2014
34.4,25.7,44.7624,37.6046,127.032,0.5141,5379.522949,33.8,27.9,2/8/2014
33.8,27.9,33.3068,37.5776,127.058,0.2661,5374.033691,34.2,28.3,2/8/2014
34.2,28.3,45.716,37.645,127.022,2.5348,5365.759277,33.5,27.4,2/8/2014
33.5,27.4,35.038,37.5507,127.135,0.5055,5365.934082,34.4,28.5,2/8/2014
34.4,28.5,54.6384,37.5102,127.042,0.1457,5379.994141,34,29.6,2/8/2014
34,29.6,12.37,37.5776,126.838,0.0985,5357.705566,34.7,28.9,2/8/2014
34.7,28.9,52.518,37.4697,126.91,1.5629,5365.518555,34.7,29.2,2/8/2014
34.7,29.2,50.9312,37.4967,126.826,0.4125,5387.100098,33.3,28.1,2/8/2014
33.3,28.1,208.507,37.4562,126.955,5.1782,5352.822754,34.6,28.3,2/8/2014
34.6,28.3,28.7,37.5372,127.085,0.6233,5377.675781,32.5,26.7,2/8/2014
32.5,26.7,132.118,37.5507,126.988,0.5931,5428.586426,34.4,28.6,2/8/2014
34.4,28.6,59.8324,37.5776,127.083,2.6865,5361.722656,34.5,28.8,2/8/2014
34.5,28.8,30.968,37.4967,126.927,0.618,5365.032715,33.9,28.4,2/8/2014
33.9,28.4,30.0464,37.5507,126.937,0.8552,5380.898926,33,27.3,2/8/2014
33,27.3,82.2912,37.4697,126.995,2.2579,5349.663086,33.7,24.3,2/8/2014
33.7,24.3,53.4712,37.6181,127.099,0.697,5379.844727,35.1,29.2,2/8/2014
35.1,29.2,56.4448,37.4832,127.024,1.2313,5364.618164,34.2,28.2,2/8/2014
34.2,28.2,75.0924,37.5776,126.938,1.7678,5407.366699,34.8,27.5,2/8/2014
34.8,27.5,146.554,37.6181,127.004,4.7296,5455.522949,33.8,28.6,2/8/2014
33.8,28.6,26.298,37.5507,127.04,0.5721,5370.370605,34.4,28.9,2/8/2014
34.4,28.9,21.9668,37.5102,127.086,0.1332,5360.430176,35.3,29.9,2/8/2014
35.3,29.9,15.5876,37.5372,126.891,0.1554,5360.226563,34.7,29.7,2/8/2014
34.7,29.7,17.2956,37.5237,126.909,0.2223,5357.460938,34.9,29.1,2/8/2014
34.9,29.1,19.5844,37.5237,126.97,0.2713,5365.884766,26.9,21.7,2/8/2014
26.9,21.7,212.335,37.6046,126.991,2.785,5492.255371,29.9,23.7,3/8/2014
29.9,23.7,44.7624,37.6046,127.032,0.5141,5354.40332,29.5,24,3/8/2014
29.5,24,33.3068,37.5776,127.058,0.2661,5348.927246,30.3,25,3/8/2014
30.3,25,45.716,37.645,127.022,2.5348,5340.643555,29.3,23.5,3/8/2014
29.3,23.5,35.038,37.5507,127.135,0.5055,5340.645996,29.7,24.3,3/8/2014
29.7,24.3,54.6384,37.5102,127.042,0.1457,5354.693848,29.8,24.8,3/8/2014
29.8,24.8,12.37,37.5776,126.838,0.0985,5332.515625,29.9,24.7,3/8/2014
29.9,24.7,52.518,37.4697,126.91,1.5629,5340.01123,29.3,24,3/8/2014
29.3,24,50.9312,37.4967,126.826,0.4125,5361.977051,28.8,23.4,3/8/2014
28.8,23.4,208.507,37.4562,126.955,5.1782,5325.425781,29.9,24.5,3/8/2014
29.9,24.5,28.7,37.5372,127.085,0.6233,5352.710938,27.5,22.4,3/8/2014
27.5,22.4,132.118,37.5507,126.988,0.5931,5403.180176,30.1,24.5,3/8/2014
30.1,24.5,59.8324,37.5776,127.083,2.6865,5336.178223,30,23.9,3/8/2014
30,23.9,30.968,37.4967,126.927,0.618,5339.776367,29.4,23.5,3/8/2014
29.4,23.5,30.0464,37.5507,126.937,0.8552,5355.958008,28.3,23.4,3/8/2014
28.3,23.4,82.2912,37.4697,126.995,2.2579,5323.572754,29.2,23.6,3/8/2014
29.2,23.6,53.4712,37.6181,127.099,0.697,5354.600098,29.8,24.5,3/8/2014
29.8,24.5,56.4448,37.4832,127.024,1.2313,5339.032227,29.5,23.4,3/8/2014
29.5,23.4,75.0924,37.5776,126.938,1.7678,5382.394043,29.8,24,3/8/2014
29.8,24,146.554,37.6181,127.004,4.7296,5430.992188,29.7,24.6,3/8/2014
29.7,24.6,26.298,37.5507,127.04,0.5721,5345.291992,29.8,24.1,3/8/2014
29.8,24.1,21.9668,37.5102,127.086,0.1332,5335.196289,30.2,25,3/8/2014
30.2,25,15.5876,37.5372,126.891,0.1554,5335.052246,30.1,24.9,3/8/2014
30.1,24.9,17.2956,37.5237,126.909,0.2223,5332.208984,29.7,24.4,3/8/2014
29.7,24.4,19.5844,37.5237,126.97,0.2713,5340.794922,25.6,22.2,3/8/2014
25.6,22.2,212.335,37.6046,126.991,2.785,5467.114258,28.7,23.6,4/8/2014
28.7,23.6,44.7624,37.6046,127.032,0.5141,5328.680176,28.7,23.8,4/8/2014
28.7,23.8,33.3068,37.5776,127.058,0.2661,5323.231445,29.4,24.1,4/8/2014
29.4,24.1,45.716,37.645,127.022,2.5348,5314.910156,28.2,23.7,4/8/2014
28.2,23.7,35.038,37.5507,127.135,0.5055,5314.76709,29.2,24.3,4/8/2014
29.2,24.3,54.6384,37.5102,127.042,0.1457,5328.801758,29,24.4,4/8/2014
29,24.4,12.37,37.5776,126.838,0.0985,5306.734863,28.7,24.5,4/8/2014
28.7,24.5,52.518,37.4697,126.91,1.5629,5313.911621,29.2,24.3,4/8/2014
29.2,24.3,50.9312,37.4967,126.826,0.4125,5336.263184,28.2,23.8,4/8/2014
28.2,23.8,208.507,37.4562,126.955,5.1782,5297.417969,29.3,24.3,4/8/2014
29.3,24.3,28.7,37.5372,127.085,0.6233,5327.157715,27.9,23,4/8/2014
27.9,23,132.118,37.5507,126.988,0.5931,5377.179199,29.3,24.3,4/8/2014
29.3,24.3,59.8324,37.5776,127.083,2.6865,5310.041992,29,24.2,4/8/2014
29,24.2,30.968,37.4967,126.927,0.618,5313.929199,28.2,23.8,4/8/2014
28.2,23.8,30.0464,37.5507,126.937,0.8552,5330.428223,27.9,23.5,4/8/2014
27.9,23.5,82.2912,37.4697,126.995,2.2579,5296.883301,27.7,23.6,4/8/2014
27.7,23.6,53.4712,37.6181,127.099,0.697,5328.76416,29.2,24.6,4/8/2014
29.2,24.6,56.4448,37.4832,127.024,1.2313,5312.851563,28.7,23.9,4/8/2014
28.7,23.9,75.0924,37.5776,126.938,1.7678,5356.83252,28.6,24,4/8/2014
28.6,24,146.554,37.6181,127.004,4.7296,5405.867188,28.6,24,4/8/2014
28.6,24,26.298,37.5507,127.04,0.5721,5319.623535,29.2,24.3,4/8/2014
29.2,24.3,21.9668,37.5102,127.086,0.1332,5309.37207,29.6,24.5,4/8/2014
29.6,24.5,15.5876,37.5372,126.891,0.1554,5309.287109,29.7,24.4,4/8/2014
29.7,24.4,17.2956,37.5237,126.909,0.2223,5306.366211,29.8,24.3,4/8/2014
29.8,24.3,19.5844,37.5237,126.97,0.2713,5315.115723,25.5,21.9,4/8/2014
25.5,21.9,212.335,37.6046,126.991,2.785,5441.393066,28.9,23.8,5/8/2014
28.9,23.8,44.7624,37.6046,127.032,0.5141,5302.383301,28.7,24.7,5/8/2014
28.7,24.7,33.3068,37.5776,127.058,0.2661,5296.95459,29.6,25.2,5/8/2014
29.6,25.2,45.716,37.645,127.022,2.5348,5288.587402,29.4,24.9,5/8/2014
29.4,24.9,35.038,37.5507,127.135,0.5055,5288.306641,29.4,25.4,5/8/2014
29.4,25.4,54.6384,37.5102,127.042,0.1457,5302.327637,29,24.7,5/8/2014
29,24.7,12.37,37.5776,126.838,0.0985,5280.373535,29.4,24.8,5/8/2014
29.4,24.8,52.518,37.4697,126.91,1.5629,5287.229492,29.2,24.3,5/8/2014
29.2,24.3,50.9312,37.4967,126.826,0.4125,5309.967773,27.8,24.1,5/8/2014
27.8,24.1,208.507,37.4562,126.955,5.1782,5268.813477,29.5,25.5,5/8/2014
29.5,25.5,28.7,37.5372,127.085,0.6233,5301.025391,28.5,23.1,5/8/2014
28.5,23.1,132.118,37.5507,126.988,0.5931,5350.594238,29.4,25.2,5/8/2014
29.4,25.2,59.8324,37.5776,127.083,2.6865,5283.324219,29.5,24.7,5/8/2014
29.5,24.7,30.968,37.4967,126.927,0.618,5287.500977,28.4,24,5/8/2014
28.4,24,30.0464,37.5507,126.937,0.8552,5304.320313,29.7,24.4,5/8/2014
29.7,24.4,53.4712,37.6181,127.099,0.697,5302.347168,30.2,25.3,5/8/2014
30.2,25.3,56.4448,37.4832,127.024,1.2313,5286.085938,28.7,24.3,5/8/2014
28.7,24.3,75.0924,37.5776,126.938,1.7678,5330.692383,28.8,24.4,5/8/2014
28.8,24.4,146.554,37.6181,127.004,4.7296,5380.158691,29,24.7,5/8/2014
29,24.7,26.298,37.5507,127.04,0.5721,5293.375,30.3,25.3,5/8/2014
30.3,25.3,21.9668,37.5102,127.086,0.1332,5282.966309,29.5,24.9,5/8/2014
29.5,24.9,15.5876,37.5372,126.891,0.1554,5282.941406,29,24.9,5/8/2014
29,24.9,17.2956,37.5237,126.909,0.2223,5279.942383,29.7,25.2,5/8/2014
29.7,25.2,19.5844,37.5237,126.97,0.2713,5288.856445,22.8,20.3,5/8/2014
22.8,20.3,212.335,37.6046,126.991,2.785,5415.057617,25.5,22.5,6/8/2014
25.5,22.5,44.7624,37.6046,127.032,0.5141,5275.48584,26.3,22.6,6/8/2014
26.3,22.6,33.3068,37.5776,127.058,0.2661,5270.064941,26.7,23.6,6/8/2014
26.7,23.6,45.716,37.645,127.022,2.5348,5261.443359,26.6,22.8,6/8/2014
26.6,22.8,35.038,37.5507,127.135,0.5055,5261.231445,26.9,23.1,6/8/2014
26.9,23.1,54.6384,37.5102,127.042,0.1457,5275.238281,26,21.9,6/8/2014
26,21.9,12.37,37.5776,126.838,0.0985,5253.399414,26.2,22.6,6/8/2014
26.2,22.6,52.518,37.4697,126.91,1.5629,5259.929688,25.9,21.9,6/8/2014
25.9,21.9,50.9312,37.4967,126.826,0.4125,5283.059082,25.7,22,6/8/2014
25.7,22,208.507,37.4562,126.955,5.1782,5239.571777,27.1,23.5,6/8/2014
27.1,23.5,28.7,37.5372,127.085,0.6233,5274.280762,25.2,20.9,6/8/2014
25.2,20.9,132.118,37.5507,126.988,0.5931,5323.390137,26.8,23.4,6/8/2014
26.8,23.4,59.8324,37.5776,127.083,2.6865,5255.987793,26.7,22.4,6/8/2014
26.7,22.4,30.968,37.4967,126.927,0.618,5260.458496,25.6,21.4,6/8/2014
25.6,21.4,30.0464,37.5507,126.937,0.8552,5277.600586,26.4,22.6,6/8/2014
26.4,22.6,53.4712,37.6181,127.099,0.697,5275.314941,26.9,22.9,6/8/2014
26.9,22.9,56.4448,37.4832,127.024,1.2313,5258.703613,25.6,21.3,6/8/2014
25.6,21.3,75.0924,37.5776,126.938,1.7678,5303.9375,25.5,22.7,6/8/2014
25.5,22.7,146.554,37.6181,127.004,4.7296,5353.847168,26.2,22.8,6/8/2014
26.2,22.8,26.298,37.5507,127.04,0.5721,5266.51416,27,23.4,6/8/2014
27,23.4,21.9668,37.5102,127.086,0.1332,5255.947266,26.5,22.2,6/8/2014
26.5,22.2,15.5876,37.5372,126.891,0.1554,5255.983398,26.3,22.4,6/8/2014
26.3,22.4,17.2956,37.5237,126.909,0.2223,5252.905273,26.7,23,6/8/2014
26.7,23,19.5844,37.5237,126.97,0.2713,5261.985352,24.4,20.3,6/8/2014
24.4,20.3,212.335,37.6046,126.991,2.785,5388.140137,27.8,21.5,7/8/2014
27.8,21.5,44.7624,37.6046,127.032,0.5141,5247.996582,26.9,22.4,7/8/2014
26.9,22.4,33.3068,37.5776,127.058,0.2661,5242.594238,28.1,22.7,7/8/2014
28.1,22.7,45.716,37.645,127.022,2.5348,5233.789063,26.9,22.6,7/8/2014
26.9,22.6,35.038,37.5507,127.135,0.5055,5233.574219,27.6,23.1,7/8/2014
27.6,23.1,54.6384,37.5102,127.042,0.1457,5247.566406,27,22.1,7/8/2014
27,22.1,12.37,37.5776,126.838,0.0985,5225.844238,25.9,22.5,7/8/2014
25.9,22.5,52.518,37.4697,126.91,1.5629,5232.047852,26.6,21.8,7/8/2014
26.6,21.8,50.9312,37.4967,126.826,0.4125,5255.568848,25.9,21.3,7/8/2014
25.9,21.3,208.507,37.4562,126.955,5.1782,5209.735352,27.3,23.1,7/8/2014
27.3,23.1,28.7,37.5372,127.085,0.6233,5246.957031,26.5,21,7/8/2014
26.5,21,132.118,37.5507,126.988,0.5931,5295.601074,27.5,23.2,7/8/2014
27.5,23.2,59.8324,37.5776,127.083,2.6865,5228.069824,26.4,22.3,7/8/2014
26.4,22.3,30.968,37.4967,126.927,0.618,5232.834961,26,21.5,7/8/2014
26,21.5,30.0464,37.5507,126.937,0.8552,5250.300781,25.7,21.2,7/8/2014
25.7,21.2,82.2912,37.4697,126.995,2.2579,5213.21875,27.5,21.8,7/8/2014
27.5,21.8,53.4712,37.6181,127.099,0.697,5247.696289,28.3,22.8,7/8/2014
28.3,22.8,56.4448,37.4832,127.024,1.2313,5230.736816,26.7,21.5,7/8/2014
26.7,21.5,75.0924,37.5776,126.938,1.7678,5276.602539,26.8,22.2,7/8/2014
26.8,22.2,146.554,37.6181,127.004,4.7296,5326.949707,26.4,22.6,7/8/2014
26.4,22.6,26.298,37.5507,127.04,0.5721,5239.072266,27.1,23.2,7/8/2014
27.1,23.2,21.9668,37.5102,127.086,0.1332,5228.34668,26.7,22.7,7/8/2014
26.7,22.7,15.5876,37.5372,126.891,0.1554,5228.443848,26.8,22.7,7/8/2014
26.8,22.7,17.2956,37.5237,126.909,0.2223,5225.286621,26.9,22.8,7/8/2014
26.9,22.8,19.5844,37.5237,126.97,0.2713,5234.533203,26.9,19.6,7/8/2014
26.9,19.6,212.335,37.6046,126.991,2.785,5360.637207,30.5,19.9,8/8/2014
30.5,19.9,44.7624,37.6046,127.032,0.5141,5219.932129,29.9,21.9,8/8/2014
29.9,21.9,33.3068,37.5776,127.058,0.2661,5214.541016,31.2,22,8/8/2014
31.2,22,45.716,37.645,127.022,2.5348,5205.58252,29.6,21.4,8/8/2014
29.6,21.4,35.038,37.5507,127.135,0.5055,5205.333984,29.9,22.6,8/8/2014
29.9,22.6,54.6384,37.5102,127.042,0.1457,5219.310059,29.8,23,8/8/2014
29.8,23,12.37,37.5776,126.838,0.0985,5197.706055,30.3,22.1,8/8/2014
30.3,22.1,52.518,37.4697,126.91,1.5629,5203.581055,29.8,21.5,8/8/2014
29.8,21.5,50.9312,37.4967,126.826,0.4125,5227.494629,30.1,20.1,8/8/2014
30.1,20.1,208.507,37.4562,126.955,5.1782,5179.303223,30.3,22.1,8/8/2014
30.3,22.1,28.7,37.5372,127.085,0.6233,5219.050781,28.2,20.9,8/8/2014
28.2,20.9,132.118,37.5507,126.988,0.5931,5267.225586,31,22.3,8/8/2014
31,22.3,59.8324,37.5776,127.083,2.6865,5199.567383,30.3,22.2,8/8/2014
30.3,22.2,30.968,37.4967,126.927,0.618,5204.627441,29.5,22.2,8/8/2014
29.5,22.2,30.0464,37.5507,126.937,0.8552,5222.419434,29.5,20.1,8/8/2014
29.5,20.1,82.2912,37.4697,126.995,2.2579,5184.143555,29.8,18.5,8/8/2014
29.8,18.5,53.4712,37.6181,127.099,0.697,5219.497559,31.4,21.4,8/8/2014
31.4,21.4,56.4448,37.4832,127.024,1.2313,5202.184082,29,21.7,8/8/2014
29,21.7,75.0924,37.5776,126.938,1.7678,5248.685547,30.1,21.4,8/8/2014
30.1,21.4,146.554,37.6181,127.004,4.7296,5299.466797,30.2,22.7,8/8/2014
30.2,22.7,26.298,37.5507,127.04,0.5721,5211.047852,30.8,22,8/8/2014
30.8,22,21.9668,37.5102,127.086,0.1332,5200.162598,30.8,23.1,8/8/2014
30.8,23.1,15.5876,37.5372,126.891,0.1554,5200.321777,30.4,23.2,8/8/2014
30.4,23.2,17.2956,37.5237,126.909,0.2223,5197.084473,30.1,22.7,8/8/2014
30.1,22.7,19.5844,37.5237,126.97,0.2713,5206.499023,27.6,19.9,8/8/2014
27.6,19.9,212.335,37.6046,126.991,2.785,5332.533691,31.1,20.4,9/8/2014
31.1,20.4,44.7624,37.6046,127.032,0.5141,5191.268555,30.6,22.3,9/8/2014
30.6,22.3,33.3068,37.5776,127.058,0.2661,5185.890137,31.2,22.8,9/8/2014
31.2,22.8,45.716,37.645,127.022,2.5348,5176.915039,30.4,21.9,9/8/2014
30.4,21.9,35.038,37.5507,127.135,0.5055,5176.493164,30.5,22.9,9/8/2014
30.5,22.9,54.6384,37.5102,127.042,0.1457,5190.454102,30.6,23.3,9/8/2014
30.6,23.3,12.37,37.5776,126.838,0.0985,5168.971191,31,22.9,9/8/2014
31,22.9,52.518,37.4697,126.91,1.5629,5174.513672,31.3,23.3,9/8/2014
31.3,23.3,50.9312,37.4967,126.826,0.4125,5198.822266,30.3,22,9/8/2014
30.3,22,208.507,37.4562,126.955,5.1782,5148.257813,31,22.9,9/8/2014
31,22.9,28.7,37.5372,127.085,0.6233,5190.547852,29.7,21.3,9/8/2014
29.7,21.3,132.118,37.5507,126.988,0.5931,5238.246582,31.3,23.1,9/8/2014
31.3,23.1,59.8324,37.5776,127.083,2.6865,5170.464355,31.7,22.7,9/8/2014
31.7,22.7,30.968,37.4967,126.927,0.618,5175.822266,29.9,22.1,9/8/2014
29.9,22.1,30.0464,37.5507,126.937,0.8552,5193.940918,29.7,21.7,9/8/2014
29.7,21.7,82.2912,37.4697,126.995,2.2579,5154.463867,30.3,19.4,9/8/2014
30.3,19.4,53.4712,37.6181,127.099,0.697,5190.702148,32.2,23.2,9/8/2014
32.2,23.2,56.4448,37.4832,127.024,1.2313,5173.03125,30.4,20.7,9/8/2014
30.4,20.7,75.0924,37.5776,126.938,1.7678,5220.168945,30.4,21.8,9/8/2014
30.4,21.8,146.554,37.6181,127.004,4.7296,5271.386719,30.4,23.2,9/8/2014
30.4,23.2,26.298,37.5507,127.04,0.5721,5182.42627,31.3,23.1,9/8/2014
31.3,23.1,21.9668,37.5102,127.086,0.1332,5171.381348,31.8,23.8,9/8/2014
31.8,23.8,15.5876,37.5372,126.891,0.1554,5171.602051,31.6,23.7,9/8/2014
31.6,23.7,17.2956,37.5237,126.909,0.2223,5168.284668,30.9,23.3,9/8/2014
30.9,23.3,19.5844,37.5237,126.97,0.2713,5177.867676,24.4,17.6,9/8/2014
24.4,17.6,212.335,37.6046,126.991,2.785,5304.412598,26.2,19.1,10/8/2014
26.2,19.1,44.7624,37.6046,127.032,0.5141,5162.595703,26.7,20,10/8/2014
26.7,20,33.3068,37.5776,127.058,0.2661,5157.235352,26,20.7,10/8/2014
26,20.7,45.716,37.645,127.022,2.5348,5148.043945,27.2,19.9,10/8/2014
27.2,19.9,35.038,37.5507,127.135,0.5055,5147.667969,28,20.4,10/8/2014
28,20.4,54.6384,37.5102,127.042,0.1457,5161.604004,26.4,19.8,10/8/2014
26.4,19.8,12.37,37.5776,126.838,0.0985,5140.230957,26.8,20.5,10/8/2014
26.8,20.5,52.518,37.4697,126.91,1.5629,5145.487793,26.5,19.8,10/8/2014
26.5,19.8,50.9312,37.4967,126.826,0.4125,5170.14502,26.4,19.7,10/8/2014
26.4,19.7,208.507,37.4562,126.955,5.1782,5117.305176,27.2,20.4,10/8/2014
27.2,20.4,28.7,37.5372,127.085,0.6233,5162.046875,25.9,18.8,10/8/2014
25.9,18.8,132.118,37.5507,126.988,0.5931,5209.300293,26.8,20.4,10/8/2014
26.8,20.4,59.8324,37.5776,127.083,2.6865,5141.434082,27.3,20,10/8/2014
27.3,20,30.968,37.4967,126.927,0.618,5147.032227,26,19.3,10/8/2014
26,19.3,30.0464,37.5507,126.937,0.8552,5165.472656,27.1,19.7,10/8/2014
27.1,19.7,82.2912,37.4697,126.995,2.2579,5124.78125,26.7,19.6,10/8/2014
26.7,19.6,53.4712,37.6181,127.099,0.697,5161.928223,28,20.5,10/8/2014
28,20.5,56.4448,37.4832,127.024,1.2313,5143.86377,26,19.3,10/8/2014
26,19.3,75.0924,37.5776,126.938,1.7678,5191.696777,26.5,19.8,10/8/2014
26.5,19.8,146.554,37.6181,127.004,4.7296,5243.202637,26.9,20.7,10/8/2014
26.9,20.7,26.298,37.5507,127.04,0.5721,5153.790039,27.9,20.7,10/8/2014
27.9,20.7,21.9668,37.5102,127.086,0.1332,5142.599121,27,20.1,10/8/2014
27,20.1,15.5876,37.5372,126.891,0.1554,5142.875977,27,20.1,10/8/2014
27,20.1,17.2956,37.5237,126.909,0.2223,5139.486328,27.7,20.5,10/8/2014
27.7,20.5,19.5844,37.5237,126.97,0.2713,5149.236816,25.5,17,10/8/2014
25.5,17,212.335,37.6046,126.991,2.785,5275.070313,27.8,16.8,11/8/2014
27.8,16.8,44.7624,37.6046,127.032,0.5141,5132.69873,27.4,18.4,11/8/2014
27.4,18.4,33.3068,37.5776,127.058,0.2661,5127.352051,27.5,18.6,11/8/2014
27.5,18.6,45.716,37.645,127.022,2.5348,5118.115234,27.5,18.1,11/8/2014
27.5,18.1,35.038,37.5507,127.135,0.5055,5117.59375,27.7,20.2,11/8/2014
27.7,20.2,54.6384,37.5102,127.042,0.1457,5131.512695,27.8,18.7,11/8/2014
27.8,18.7,12.37,37.5776,126.838,0.0985,5110.26416,27.4,19.6,11/8/2014
27.4,19.6,52.518,37.4697,126.91,1.5629,5115.180664,27.7,18.3,11/8/2014
27.7,18.3,50.9312,37.4967,126.826,0.4125,5140.238281,27.1,16.9,11/8/2014
27.1,16.9,208.507,37.4562,126.955,5.1782,5084.998535,28.1,19.4,11/8/2014
28.1,19.4,28.7,37.5372,127.085,0.6233,5132.311523,27.2,17.7,11/8/2014
