Present_Tmax,Present_Tmin,lat,lon,DEM,Slope,Solar_radiation,Act_Next_Tmax,Act_Next_Tmin
26.9,20.8,37.5776,127.058,33.3068,0.2661,5532.800293,27.5,20.7
27.5,20.7,37.645,127.022,45.716,2.5348,5524.827148,26.6,21.4
26.6,21.4,37.5507,127.135,35.038,0.5055,5525.90918,27.5,21.8
27.5,21.8,37.5102,127.042,54.6384,0.1457,5540.038086,27.4,21.3
27.4,21.3,37.5776,126.838,12.37,0.0985,5517.044434,27.3,21.4
27.3,21.4,37.4697,126.91,52.518,1.5629,5526.942383,26.7,21.3
26.7,21.3,37.4967,126.826,50.9312,0.4125,5545.96875,26,20.5
26,20.5,37.4562,126.955,208.507,5.1782,5526.780762,28,22.1
28,22.1,37.5372,127.085,28.7,0.6233,5535.501465,24.8,19.8
24.8,19.8,37.5507,126.988,132.118,0.5931,5589.288574,27.6,21.4
27.6,21.4,37.5776,127.083,59.8324,2.6865,5523.393066,27,21.3
27,21.3,37.4967,126.927,30.968,0.618,5524.800781,26.2,20.3
26.2,20.3,37.5507,126.937,30.0464,0.8552,5538.563477,26,20.5
26,20.5,37.4697,126.995,82.2912,2.2579,5514.975098,26.7,21
26.7,21,37.6181,127.099,53.4712,0.697,5539.519531,27.1,21.6
27.1,21.6,37.4832,127.024,56.4448,1.2313,5526.574707,26.4,20.3
26.4,20.3,37.5776,126.938,75.0924,1.7678,5565.212402,26.9,20.2
26.9,20.2,37.6181,127.004,146.554,4.7296,5610.561035,27,21.4
27,21.4,37.5507,127.04,26.298,0.5721,5528.958984,27.5,21.6
27.5,21.6,37.5102,127.086,21.9668,0.1332,5520.055176,27.1,21.5
27.1,21.5,37.5372,126.891,15.5876,0.1554,5519.459961,27.4,21.3
27.4,21.3,37.5237,126.909,17.2956,0.2223,5517.208008,27.7,21.9
27.7,21.9,37.5237,126.97,19.5844,0.2713,5524.548828,26.7,18.5
26.7,18.5,37.6046,126.991,212.335,2.785,5651.470703,30,19.8
30,19.8,37.6046,127.032,44.7624,0.5141,5517.529297,29.2,20.8
29.2,20.8,37.5776,127.058,33.3068,0.2661,5511.967773,30.2,21.8
30.2,21.8,37.645,127.022,45.716,2.5348,5504.035156,29.1,21.1
29.1,21.1,37.5507,127.135,35.038,0.5055,5504.912598,30,21.4
30,21.4,37.5102,127.042,54.6384,0.1457,5519.032715,29.7,21.2
29.7,21.2,37.5776,126.838,12.37,0.0985,5496.132813,29,21.4
29,21.4,37.4697,126.91,52.518,1.5629,5505.75,29.6,20.9
29.6,20.9,37.4967,126.826,50.9312,0.4125,5525.123047,27.5,19.6
27.5,19.6,37.4562,126.955,208.507,5.1782,5503.885742,30.3,21.7
30.3,21.7,37.5372,127.085,28.7,0.6233,5514.796875,30.1,19.5
30.1,19.5,37.5507,126.988,132.118,0.5931,5568.199219,29.8,21.5
29.8,21.5,37.5776,127.083,59.8324,2.6865,5502.168457,30,20.9
30,20.9,37.4967,126.927,30.968,0.618,5503.832031,29.4,20.5
29.4,20.5,37.5507,126.937,30.0464,0.8552,5517.881836,28.9,18.8
28.9,18.8,37.4697,126.995,82.2912,2.2579,5493.250488,29.8,19.9
29.8,19.9,37.6181,127.099,53.4712,0.697,5518.56543,31.6,21.3
31.6,21.3,37.4832,127.024,56.4448,1.2313,5505.307129,30.2,20.2
30.2,20.2,37.5776,126.938,75.0924,1.7678,5544.510254,29.7,20.9
29.7,20.9,37.6181,127.004,146.554,4.7296,5590.241211,29.7,21.3
29.7,21.3,37.5507,127.04,26.298,0.5721,5508.149414,30.5,21.6
30.5,21.6,37.5102,127.086,21.9668,0.1332,5499.104492,29.6,21.4
29.6,21.4,37.5372,126.891,15.5876,0.1554,5498.5625,30.5,21.6
30.5,21.6,37.5237,126.909,17.2956,0.2223,5496.240723,31,21.4
31,21.4,37.5237,126.97,19.5844,0.2713,5503.729492,27.9,19.7
27.9,19.7,37.6046,126.991,212.335,2.785,5630.507813,29.7,19.8
29.7,19.8,37.6046,127.032,44.7624,0.5141,5496.020508,30,21.4
30,21.4,37.5776,127.058,33.3068,0.2661,5490.469727,31,21.5
31,21.5,37.645,127.022,45.716,2.5348,5482.38916,30.8,20.4
30.8,20.4,37.5507,127.135,35.038,0.5055,5483.246094,31.5,22.1
31.5,22.1,37.5102,127.042,54.6384,0.1457,5497.357422,30.4,22.7
30.4,22.7,37.5776,126.838,12.37,0.0985,5474.554199,30.9,22.1
30.9,22.1,37.4697,126.91,52.518,1.5629,5483.880859,30.7,20.5
30.7,20.5,37.4967,126.826,50.9312,0.4125,5503.611816,29.8,19.3
29.8,19.3,37.4562,126.955,208.507,5.1782,5480.276367,31.4,22
31.4,22,37.5372,127.085,28.7,0.6233,5493.429199,30.3,20.6
30.3,20.6,37.5507,126.988,132.118,0.5931,5546.43457,31.2,22.1
31.2,22.1,37.5776,127.083,59.8324,2.6865,5480.263184,31,21.9
31,21.9,37.4967,126.927,30.968,0.618,5482.193848,30.7,21.7
30.7,21.7,37.5507,126.937,30.0464,0.8552,5496.536133,29.9,20
29.9,20,37.4697,126.995,82.2912,2.2579,5470.84375,29.8,19.2
29.8,19.2,37.6181,127.099,53.4712,0.697,5496.940918,33.4,22
33.4,22,37.4832,127.024,56.4448,1.2313,5483.366699,30.2,20.9
30.2,20.9,37.5776,126.938,75.0924,1.7678,5523.139648,30.5,21.1
30.5,21.1,37.6181,127.004,146.554,4.7296,5569.274902,30.3,22.4
30.3,22.4,37.5507,127.04,26.298,0.5721,5486.67627,31.6,22
31.6,22,37.5102,127.086,21.9668,0.1332,5477.486816,31.1,22.3
31.1,22.3,37.5372,126.891,15.5876,0.1554,5476.999023,30.9,23.3
30.9,23.3,37.5237,126.909,17.2956,0.2223,5474.605957,32.2,22.4
32.2,22.4,37.5237,126.97,19.5844,0.2713,5482.245117,26.6,20.2
26.6,20.2,37.6046,126.991,212.335,2.785,5608.969238,30.4,22.7
30.4,22.7,37.6046,127.032,44.7624,0.5141,5473.931152,29.1,22.9
29.1,22.9,37.5776,127.058,33.3068,0.2661,5468.39209,31.3,23.7
31.3,23.7,37.645,127.022,45.716,2.5348,5460.290039,29.1,22
29.1,22,37.5507,127.135,35.038,0.5055,5460.998047,28.9,23.6
28.9,23.6,37.5102,127.042,54.6384,0.1457,5475.100098,28.5,23
28.5,23,37.5776,126.838,12.37,0.0985,5452.395508,28.6,22.9
28.6,22.9,37.4697,126.91,52.518,1.5629,5461.428711,29.6,22.6
29.6,22.6,37.4967,126.826,50.9312,0.4125,5481.52002,27.5,22.1
27.5,22.1,37.4562,126.955,208.507,5.1782,5456.057617,29.6,23.5
29.6,23.5,37.5372,127.085,28.7,0.6233,5471.484375,29.1,21.4
29.1,21.4,37.5507,126.988,132.118,0.5931,5524.085938,29.6,23.1
29.6,23.1,37.5776,127.083,59.8324,2.6865,5457.776367,28.8,23
28.8,23,37.4967,126.927,30.968,0.618,5459.974609,29.9,22.5
29.9,22.5,37.5507,126.937,30.0464,0.8552,5474.61377,27.4,22.1
27.4,22.1,37.4697,126.995,82.2912,2.2579,5447.843262,29,22.2
29,22.2,37.6181,127.099,53.4712,0.697,5474.735352,29.9,23.6
29.9,23.6,37.4832,127.024,56.4448,1.2313,5460.839355,28.6,22.2
28.6,22.2,37.5776,126.938,75.0924,1.7678,5501.192383,29.1,22.5
29.1,22.5,37.6181,127.004,146.554,4.7296,5547.700195,28.5,23.4
28.5,23.4,37.5507,127.04,26.298,0.5721,5464.624023,28.9,23.3
28.9,23.3,37.5102,127.086,21.9668,0.1332,5455.287598,29.2,23.3
29.2,23.3,37.5372,126.891,15.5876,0.1554,5454.85498,29.2,23.4
29.2,23.4,37.5237,126.909,17.2956,0.2223,5452.38916,29.8,23.7
29.8,23.7,37.5237,126.97,19.5844,0.2713,5460.181641,29.3,21.9
29.3,21.9,37.6046,126.991,212.335,2.785,5586.851563,31.8,23.5
31.8,23.5,37.6046,127.032,44.7624,0.5141,5451.257324,32.4,24.4
32.4,24.4,37.5776,127.058,33.3068,0.2661,5445.730469,33.2,24.6
33.2,24.6,37.645,127.022,45.716,2.5348,5437.578125,32.2,23.7
32.2,23.7,37.5507,127.135,35.038,0.5055,5438.163574,32.4,25
32.4,25,37.5102,127.042,54.6384,0.1457,5452.255859,32.2,24.9
32.2,24.9,37.5776,126.838,12.37,0.0985,5429.651855,32,25.2
32,25.2,37.4697,126.91,52.518,1.5629,5438.388672,33,24
33,24,37.4967,126.826,50.9312,0.4125,5458.84375,30.9,23.2
30.9,23.2,37.4562,126.955,208.507,5.1782,5431.227051,32.4,24.8
32.4,24.8,37.5372,127.085,28.7,0.6233,5448.95752,31.9,22.7
31.9,22.7,37.5507,126.988,132.118,0.5931,5501.149414,32.8,24.4
32.8,24.4,37.5776,127.083,59.8324,2.6865,5434.702148,32.8,25
32.8,25,37.4967,126.927,30.968,0.618,5437.17041,32.1,24.6
32.1,24.6,37.5507,126.937,30.0464,0.8552,5452.110352,31.8,22.6
31.8,22.6,37.4697,126.995,82.2912,2.2579,5424.245117,31.8,23
31.8,23,37.6181,127.099,53.4712,0.697,5451.944824,33.6,24.8
33.6,24.8,37.4832,127.024,56.4448,1.2313,5437.720703,32.9,24.2
32.9,24.2,37.5776,126.938,75.0924,1.7678,5478.664551,32.3,24
32.3,24,37.6181,127.004,146.554,4.7296,5525.581543,31.9,24.6
31.9,24.6,37.5507,127.04,26.298,0.5721,5441.987305,33.1,24.6
33.1,24.6,37.5102,127.086,21.9668,0.1332,5432.503418,32.6,25.5
32.6,25.5,37.5372,126.891,15.5876,0.1554,5432.126465,32.3,25.6
32.3,25.6,37.5237,126.909,17.2956,0.2223,5429.587402,32.8,25.5
32.8,25.5,37.5237,126.97,19.5844,0.2713,5437.53418,30.7,23
30.7,23,37.6046,126.991,212.335,2.785,5564.09082,32.4,23.8
32.4,23.8,37.6046,127.032,44.7624,0.5141,5427.936523,32.5,24.7
32.5,24.7,37.5776,127.058,33.3068,0.2661,5422.421387,34,25.2
34,25.2,37.645,127.022,45.716,2.5348,5414.195313,32.5,23.8
32.5,23.8,37.5507,127.135,35.038,0.5055,5414.678711,33,25.6
33,25.6,37.5102,127.042,54.6384,0.1457,5428.76123,33.2,26.5
33.2,26.5,37.5776,126.838,12.37,0.0985,5406.260254,33.5,26.2
33.5,26.2,37.4697,126.91,52.518,1.5629,5414.691895,32.9,25
32.9,25,37.4967,126.826,50.9312,0.4125,5435.52002,32.7,23.6
32.7,23.6,37.4562,126.955,208.507,5.1782,5405.70752,32.3,24.8
32.3,24.8,37.5372,127.085,28.7,0.6233,5425.785156,31.9,23.8
31.9,23.8,37.5507,126.988,132.118,0.5931,5477.556152,32.6,25.2
32.6,25.2,37.5776,127.083,59.8324,2.6865,5410.96875,33.2,26.4
33.2,26.4,37.4967,126.927,30.968,0.618,5413.71582,32.6,25.5
32.6,25.5,37.5507,126.937,30.0464,0.8552,5428.960938,32.1,24
32.1,24,37.4697,126.995,82.2912,2.2579,5399.98584,31.6,23.1
31.6,23.1,37.6181,127.099,53.4712,0.697,5428.502441,34,26.7
34,26.7,37.4832,127.024,56.4448,1.2313,5413.949219,33.6,24.8
33.6,24.8,37.5776,126.938,75.0924,1.7678,5455.486816,33.4,25.2
33.4,25.2,37.6181,127.004,146.554,4.7296,5502.795898,32.5,24.7
32.5,24.7,37.5507,127.04,26.298,0.5721,5418.70459,32.9,25.4
32.9,25.4,37.5102,127.086,21.9668,0.1332,5409.069824,33.6,27.1
33.6,27.1,37.5372,126.891,15.5876,0.1554,5408.750488,33.2,27
33.2,27,37.5237,126.909,17.2956,0.2223,5406.136719,33.1,26
33.1,26,37.5237,126.97,19.5844,0.2713,5414.240723,32.2,22.9
32.2,22.9,37.6046,126.991,212.335,2.785,5540.737793,34.2,22.2
34.2,22.2,37.6046,127.032,44.7624,0.5141,5404.02002,33.2,23.4
33.2,23.4,37.5776,127.058,33.3068,0.2661,5398.517578,34.2,24
34.2,24,37.645,127.022,45.716,2.5348,5390.27832,33.2,22.8
33.2,22.8,37.5507,127.135,35.038,0.5055,5390.597168,34.5,24.1
34.5,24.1,37.5102,127.042,54.6384,0.1457,5404.668457,34,25.3
34,25.3,37.5776,126.838,12.37,0.0985,5382.273438,34.1,25.1
34.1,25.1,37.4697,126.91,52.518,1.5629,5390.396484,34.8,25.4
34.8,25.4,37.4967,126.826,50.9312,0.4125,5411.600586,33.1,21.9
33.1,21.9,37.4562,126.955,208.507,5.1782,5379.565918,34.7,24
34.7,24,37.5372,127.085,28.7,0.6233,5402.019531,32.4,22.5
32.4,22.5,37.5507,126.988,132.118,0.5931,5453.363281,33.8,24.2
33.8,24.2,37.5776,127.083,59.8324,2.6865,5386.63623,34.4,24.7
34.4,24.7,37.4967,126.927,30.968,0.618,5389.664551,33.7,24.4
33.7,24.4,37.5507,126.937,30.0464,0.8552,5405.21875,32.6,22.6
32.6,22.6,37.4697,126.995,82.2912,2.2579,5375.120117,32.7,21.6
32.7,21.6,37.6181,127.099,53.4712,0.697,5404.463867,35.5,24.7
35.5,24.7,37.4832,127.024,56.4448,1.2313,5389.57666,34.4,24.6
34.4,24.6,37.5776,126.938,75.0924,1.7678,5431.715332,34.4,23.9
34.4,23.9,37.6181,127.004,146.554,4.7296,5479.45752,33.7,24.1
33.7,24.1,37.5507,127.04,26.298,0.5721,5394.827637,34.3,23.9
34.3,23.9,37.5102,127.086,21.9668,0.1332,5385.040527,35.5,25.3
35.5,25.3,37.5372,126.891,15.5876,0.1554,5384.778809,34.6,25.1
34.6,25.1,37.5237,126.909,17.2956,0.2223,5382.089355,34.6,24.6
34.6,24.6,37.5237,126.97,19.5844,0.2713,5390.352051,32.2,26
32.2,26,37.6046,126.991,212.335,2.785,5516.807129,34.4,25.7
34.4,25.7,37.6046,127.032,44.7624,0.5141,5379.522949,33.8,27.9
33.8,27.9,37.5776,127.058,33.3068,0.2661,5374.033691,34.2,28.3
34.2,28.3,37.645,127.022,45.716,2.5348,5365.759277,33.5,27.4
33.5,27.4,37.5507,127.135,35.038,0.5055,5365.934082,34.4,28.5
34.4,28.5,37.5102,127.042,54.6384,0.1457,5379.994141,34,29.6
34,29.6,37.5776,126.838,12.37,0.0985,5357.705566,34.7,28.9
34.7,28.9,37.4697,126.91,52.518,1.5629,5365.518555,34.7,29.2
34.7,29.2,37.4967,126.826,50.9312,0.4125,5387.100098,33.3,28.1
33.3,28.1,37.4562,126.955,208.507,5.1782,5352.822754,34.6,28.3
34.6,28.3,37.5372,127.085,28.7,0.6233,5377.675781,32.5,26.7
32.5,26.7,37.5507,126.988,132.118,0.5931,5428.586426,34.4,28.6
34.4,28.6,37.5776,127.083,59.8324,2.6865,5361.722656,34.5,28.8
34.5,28.8,37.4967,126.927,30.968,0.618,5365.032715,33.9,28.4
33.9,28.4,37.5507,126.937,30.0464,0.8552,5380.898926,33,27.3
33,27.3,37.4697,126.995,82.2912,2.2579,5349.663086,33.7,24.3
33.7,24.3,37.6181,127.099,53.4712,0.697,5379.844727,35.1,29.2
35.1,29.2,37.4832,127.024,56.4448,1.2313,5364.618164,34.2,28.2
34.2,28.2,37.5776,126.938,75.0924,1.7678,5407.366699,34.8,27.5
34.8,27.5,37.6181,127.004,146.554,4.7296,5455.522949,33.8,28.6
33.8,28.6,37.5507,127.04,26.298,0.5721,5370.370605,34.4,28.9
34.4,28.9,37.5102,127.086,21.9668,0.1332,5360.430176,35.3,29.9
35.3,29.9,37.5372,126.891,15.5876,0.1554,5360.226563,34.7,29.7
34.7,29.7,37.5237,126.909,17.2956,0.2223,5357.460938,34.9,29.1
34.9,29.1,37.5237,126.97,19.5844,0.2713,5365.884766,26.9,21.7
26.9,21.7,37.6046,126.991,212.335,2.785,5492.255371,29.9,23.7
29.9,23.7,37.6046,127.032,44.7624,0.5141,5354.40332,29.5,24
29.5,24,37.5776,127.058,33.3068,0.2661,5348.927246,30.3,25
30.3,25,37.645,127.022,45.716,2.5348,5340.643555,29.3,23.5
29.3,23.5,37.5507,127.135,35.038,0.5055,5340.645996,29.7,24.3
29.7,24.3,37.5102,127.042,54.6384,0.1457,5354.693848,29.8,24.8
29.8,24.8,37.5776,126.838,12.37,0.0985,5332.515625,29.9,24.7
29.9,24.7,37.4697,126.91,52.518,1.5629,5340.01123,29.3,24
29.3,24,37.4967,126.826,50.9312,0.4125,5361.977051,28.8,23.4
28.8,23.4,37.4562,126.955,208.507,5.1782,5325.425781,29.9,24.5
29.9,24.5,37.5372,127.085,28.7,0.6233,5352.710938,27.5,22.4
27.5,22.4,37.5507,126.988,132.118,0.5931,5403.180176,30.1,24.5
30.1,24.5,37.5776,127.083,59.8324,2.6865,5336.178223,30,23.9
30,23.9,37.4967,126.927,30.968,0.618,5339.776367,29.4,23.5
29.4,23.5,37.5507,126.937,30.0464,0.8552,5355.958008,28.3,23.4
28.3,23.4,37.4697,126.995,82.2912,2.2579,5323.572754,29.2,23.6
29.2,23.6,37.6181,127.099,53.4712,0.697,5354.600098,29.8,24.5
29.8,24.5,37.4832,127.024,56.4448,1.2313,5339.032227,29.5,23.4
29.5,23.4,37.5776,126.938,75.0924,1.7678,5382.394043,29.8,24
29.8,24,37.6181,127.004,146.554,4.7296,5430.992188,29.7,24.6
29.7,24.6,37.5507,127.04,26.298,0.5721,5345.291992,29.8,24.1
29.8,24.1,37.5102,127.086,21.9668,0.1332,5335.196289,30.2,25
30.2,25,37.5372,126.891,15.5876,0.1554,5335.052246,30.1,24.9
30.1,24.9,37.5237,126.909,17.2956,0.2223,5332.208984,29.7,24.4
29.7,24.4,37.5237,126.97,19.5844,0.2713,5340.794922,25.6,22.2
25.6,22.2,37.6046,126.991,212.335,2.785,5467.114258,28.7,23.6
28.7,23.6,37.6046,127.032,44.7624,0.5141,5328.680176,28.7,23.8
28.7,23.8,37.5776,127.058,33.3068,0.2661,5323.231445,29.4,24.1
29.4,24.1,37.645,127.022,45.716,2.5348,5314.910156,28.2,23.7
28.2,23.7,37.5507,127.135,35.038,0.5055,5314.76709,29.2,24.3
29.2,24.3,37.5102,127.042,54.6384,0.1457,5328.801758,29,24.4
29,24.4,37.5776,126.838,12.37,0.0985,5306.734863,28.7,24.5
28.7,24.5,37.4697,126.91,52.518,1.5629,5313.911621,29.2,24.3
29.2,24.3,37.4967,126.826,50.9312,0.4125,5336.263184,28.2,23.8
28.2,23.8,37.4562,126.955,208.507,5.1782,5297.417969,29.3,24.3
29.3,24.3,37.5372,127.085,28.7,0.6233,5327.157715,27.9,23
27.9,23,37.5507,126.988,132.118,0.5931,5377.179199,29.3,24.3
29.3,24.3,37.5776,127.083,59.8324,2.6865,5310.041992,29,24.2
29,24.2,37.4967,126.927,30.968,0.618,5313.929199,28.2,23.8
28.2,23.8,37.5507,126.937,30.0464,0.8552,5330.428223,27.9,23.5
27.9,23.5,37.4697,126.995,82.2912,2.2579,5296.883301,27.7,23.6
27.7,23.6,37.6181,127.099,53.4712,0.697,5328.76416,29.2,24.6
29.2,24.6,37.4832,127.024,56.4448,1.2313,5312.851563,28.7,23.9
28.7,23.9,37.5776,126.938,75.0924,1.7678,5356.83252,28.6,24
28.6,24,37.6181,127.004,146.554,4.7296,5405.867188,28.6,24
28.6,24,37.5507,127.04,26.298,0.5721,5319.623535,29.2,24.3
29.2,24.3,37.5102,127.086,21.9668,0.1332,5309.37207,29.6,24.5
29.6,24.5,37.5372,126.891,15.5876,0.1554,5309.287109,29.7,24.4
29.7,24.4,37.5237,126.909,17.2956,0.2223,5306.366211,29.8,24.3
29.8,24.3,37.5237,126.97,19.5844,0.2713,5315.115723,25.5,21.9
25.5,21.9,37.6046,126.991,212.335,2.785,5441.393066,28.9,23.8
28.9,23.8,37.6046,127.032,44.7624,0.5141,5302.383301,28.7,24.7
28.7,24.7,37.5776,127.058,33.3068,0.2661,5296.95459,29.6,25.2
29.6,25.2,37.645,127.022,45.716,2.5348,5288.587402,29.4,24.9
29.4,24.9,37.5507,127.135,35.038,0.5055,5288.306641,29.4,25.4
29.4,25.4,37.5102,127.042,54.6384,0.1457,5302.327637,29,24.7
29,24.7,37.5776,126.838,12.37,0.0985,5280.373535,29.4,24.8
29.4,24.8,37.4697,126.91,52.518,1.5629,5287.229492,29.2,24.3
29.2,24.3,37.4967,126.826,50.9312,0.4125,5309.967773,27.8,24.1
27.8,24.1,37.4562,126.955,208.507,5.1782,5268.813477,29.5,25.5
29.5,25.5,37.5372,127.085,28.7,0.6233,5301.025391,28.5,23.1
28.5,23.1,37.5507,126.988,132.118,0.5931,5350.594238,29.4,25.2
29.4,25.2,37.5776,127.083,59.8324,2.6865,5283.324219,29.5,24.7
29.5,24.7,37.4967,126.927,30.968,0.618,5287.500977,28.4,24
28.4,24,37.5507,126.937,30.0464,0.8552,5304.320313,29.7,24.4
29.7,24.4,37.6181,127.099,53.4712,0.697,5302.347168,30.2,25.3
30.2,25.3,37.4832,127.024,56.4448,1.2313,5286.085938,28.7,24.3
28.7,24.3,37.5776,126.938,75.0924,1.7678,5330.692383,28.8,24.4
28.8,24.4,37.6181,127.004,146.554,4.7296,5380.158691,29,24.7
29,24.7,37.5507,127.04,26.298,0.5721,5293.375,30.3,25.3
30.3,25.3,37.5102,127.086,21.9668,0.1332,5282.966309,29.5,24.9
29.5,24.9,37.5372,126.891,15.5876,0.1554,5282.941406,29,24.9
29,24.9,37.5237,126.909,17.2956,0.2223,5279.942383,29.7,25.2
29.7,25.2,37.5237,126.97,19.5844,0.2713,5288.856445,22.8,20.3
22.8,20.3,37.6046,126.991,212.335,2.785,5415.057617,25.5,22.5
25.5,22.5,37.6046,127.032,44.7624,0.5141,5275.48584,26.3,22.6
26.3,22.6,37.5776,127.058,33.3068,0.2661,5270.064941,26.7,23.6
26.7,23.6,37.645,127.022,45.716,2.5348,5261.443359,26.6,22.8
26.6,22.8,37.5507,127.135,35.038,0.5055,5261.231445,26.9,23.1
26.9,23.1,37.5102,127.042,54.6384,0.1457,5275.238281,26,21.9
26,21.9,37.5776,126.838,12.37,0.0985,5253.399414,26.2,22.6
26.2,22.6,37.4697,126.91,52.518,1.5629,5259.929688,25.9,21.9
25.9,21.9,37.4967,126.826,50.9312,0.4125,5283.059082,25.7,22
25.7,22,37.4562,126.955,208.507,5.1782,5239.571777,27.1,23.5
27.1,23.5,37.5372,127.085,28.7,0.6233,5274.280762,25.2,20.9
25.2,20.9,37.5507,126.988,132.118,0.5931,5323.390137,26.8,23.4
26.8,23.4,37.5776,127.083,59.8324,2.6865,5255.987793,26.7,22.4
26.7,22.4,37.4967,126.927,30.968,0.618,5260.458496,25.6,21.4
25.6,21.4,37.5507,126.937,30.0464,0.8552,5277.600586,26.4,22.6
26.4,22.6,37.6181,127.099,53.4712,0.697,5275.314941,26.9,22.9
26.9,22.9,37.4832,127.024,56.4448,1.2313,5258.703613,25.6,21.3
25.6,21.3,37.5776,126.938,75.0924,1.7678,5303.9375,25.5,22.7
25.5,22.7,37.6181,127.004,146.554,4.7296,5353.847168,26.2,22.8
26.2,22.8,37.5507,127.04,26.298,0.5721,5266.51416,27,23.4
27,23.4,37.5102,127.086,21.9668,0.1332,5255.947266,26.5,22.2
26.5,22.2,37.5372,126.891,15.5876,0.1554,5255.983398,26.3,22.4
26.3,22.4,37.5237,126.909,17.2956,0.2223,5252.905273,26.7,23
26.7,23,37.5237,126.97,19.5844,0.2713,5261.985352,24.4,20.3
24.4,20.3,37.6046,126.991,212.335,2.785,5388.140137,27.8,21.5
27.8,21.5,37.6046,127.032,44.7624,0.5141,5247.996582,26.9,22.4
26.9,22.4,37.5776,127.058,33.3068,0.2661,5242.594238,28.1,22.7
28.1,22.7,37.645,127.022,45.716,2.5348,5233.789063,26.9,22.6
26.9,22.6,37.5507,127.135,35.038,0.5055,5233.574219,27.6,23.1
27.6,23.1,37.5102,127.042,54.6384,0.1457,5247.566406,27,22.1
27,22.1,37.5776,126.838,12.37,0.0985,5225.844238,25.9,22.5
25.9,22.5,37.4697,126.91,52.518,1.5629,5232.047852,26.6,21.8
26.6,21.8,37.4967,126.826,50.9312,0.4125,5255.568848,25.9,21.3
25.9,21.3,37.4562,126.955,208.507,5.1782,5209.735352,27.3,23.1
27.3,23.1,37.5372,127.085,28.7,0.6233,5246.957031,26.5,21
26.5,21,37.5507,126.988,132.118,0.5931,5295.601074,27.5,23.2
27.5,23.2,37.5776,127.083,59.8324,2.6865,5228.069824,26.4,22.3
26.4,22.3,37.4967,126.927,30.968,0.618,5232.834961,26,21.5
26,21.5,37.5507,126.937,30.0464,0.8552,5250.300781,25.7,21.2
25.7,21.2,37.4697,126.995,82.2912,2.2579,5213.21875,27.5,21.8
27.5,21.8,37.6181,127.099,53.4712,0.697,5247.696289,28.3,22.8
28.3,22.8,37.4832,127.024,56.4448,1.2313,5230.736816,26.7,21.5
26.7,21.5,37.5776,126.938,75.0924,1.7678,5276.602539,26.8,22.2
26.8,22.2,37.6181,127.004,146.554,4.7296,5326.949707,26.4,22.6
26.4,22.6,37.5507,127.04,26.298,0.5721,5239.072266,27.1,23.2
27.1,23.2,37.5102,127.086,21.9668,0.1332,5228.34668,26.7,22.7
26.7,22.7,37.5372,126.891,15.5876,0.1554,5228.443848,26.8,22.7
26.8,22.7,37.5237,126.909,17.2956,0.2223,5225.286621,26.9,22.8
26.9,22.8,37.5237,126.97,19.5844,0.2713,5234.533203,26.9,19.6
26.9,19.6,37.6046,126.991,212.335,2.785,5360.637207,30.5,19.9
30.5,19.9,37.6046,127.032,44.7624,0.5141,5219.932129,29.9,21.9
29.9,21.9,37.5776,127.058,33.3068,0.2661,5214.541016,31.2,22
31.2,22,37.645,127.022,45.716,2.5348,5205.58252,29.6,21.4
29.6,21.4,37.5507,127.135,35.038,0.5055,5205.333984,29.9,22.6
29.9,22.6,37.5102,127.042,54.6384,0.1457,5219.310059,29.8,23
29.8,23,37.5776,126.838,12.37,0.0985,5197.706055,30.3,22.1
30.3,22.1,37.4697,126.91,52.518,1.5629,5203.581055,29.8,21.5
29.8,21.5,37.4967,126.826,50.9312,0.4125,5227.494629,30.1,20.1
30.1,20.1,37.4562,126.955,208.507,5.1782,5179.303223,30.3,22.1
30.3,22.1,37.5372,127.085,28.7,0.6233,5219.050781,28.2,20.9
28.2,20.9,37.5507,126.988,132.118,0.5931,5267.225586,31,22.3
31,22.3,37.5776,127.083,59.8324,2.6865,5199.567383,30.3,22.2
30.3,22.2,37.4967,126.927,30.968,0.618,5204.627441,29.5,22.2
29.5,22.2,37.5507,126.937,30.0464,0.8552,5222.419434,29.5,20.1
29.5,20.1,37.4697,126.995,82.2912,2.2579,5184.143555,29.8,18.5
29.8,18.5,37.6181,127.099,53.4712,0.697,5219.497559,31.4,21.4
31.4,21.4,37.4832,127.024,56.4448,1.2313,5202.184082,29,21.7
29,21.7,37.5776,126.938,75.0924,1.7678,5248.685547,30.1,21.4
30.1,21.4,37.6181,127.004,146.554,4.7296,5299.466797,30.2,22.7
30.2,22.7,37.5507,127.04,26.298,0.5721,5211.047852,30.8,22
30.8,22,37.5102,127.086,21.9668,0.1332,5200.162598,30.8,23.1
30.8,23.1,37.5372,126.891,15.5876,0.1554,5200.321777,30.4,23.2
30.4,23.2,37.5237,126.909,17.2956,0.2223,5197.084473,30.1,22.7
30.1,22.7,37.5237,126.97,19.5844,0.2713,5206.499023,27.6,19.9
27.6,19.9,37.6046,126.991,212.335,2.785,5332.533691,31.1,20.4
31.1,20.4,37.6046,127.032,44.7624,0.5141,5191.268555,30.6,22.3
30.6,22.3,37.5776,127.058,33.3068,0.2661,5185.890137,31.2,22.8
31.2,22.8,37.645,127.022,45.716,2.5348,5176.915039,30.4,21.9
30.4,21.9,37.5507,127.135,35.038,0.5055,5176.493164,30.5,22.9
30.5,22.9,37.5102,127.042,54.6384,0.1457,5190.454102,30.6,23.3
