Actual_Next_Tmin,Predicted_Next_Tmin,Actual_Next_Tmax,Predicted_Next_Tmax,Date,id
26.5,26.455475385,31.5,32.065552901,17/8/2013,1202
26.8,26.243177396,31.1,31.551442723,17/8/2013,1203
27,27.082032526,31,31.783969645,17/8/2013,1204
27.1,26.375401020,32.3,30.698904544,17/8/2013,1205
27.3,26.469275058,33.1,31.853002583,17/8/2013,1206
27.3,26.266458133,31.9,32.284042170,17/8/2013,1207
27.6,26.178241312,32.5,31.155393184,17/8/2013,1208
24.4,26.635332593,28.8,31.834074740,17/8/2013,1209
25.5,26.246029067,31.4,31.147918795,18/8/2013,1210
27.2,25.662670433,32.2,31.589574453,18/8/2013,1211
27.6,26.987397615,32.6,32.154086064,18/8/2013,1212
27.4,27.206613708,32.4,32.330077537,18/8/2013,1213
27.4,27.164790929,32.2,32.311316533,18/8/2013,1214
27,27.077338385,30.7,32.210370492,18/8/2013,1215
27.2,25.952390116,31.4,30.120595151,18/8/2013,1216
25.9,25.900468072,31.5,30.651741819,18/8/2013,1217
26.6,25.021587000,30.5,31.005484010,18/8/2013,1218
27.5,26.603560587,33.4,31.320224568,18/8/2013,1219
25.5,26.983647443,32.2,32.960330450,18/8/2013,1220
27.7,26.513902865,32.8,33.392205386,18/8/2013,1221
26.8,27.230431203,31.2,32.506228433,18/8/2013,1222
26.3,25.688326785,30.5,30.526838456,18/8/2013,1223
26.1,25.471791151,30.9,30.045393022,18/8/2013,1224
27.2,25.364635396,31.7,30.603786156,18/8/2013,1225
27.4,27.458829074,32.5,32.137556913,18/8/2013,1226
26.5,26.627791145,31.1,32.069391254,18/8/2013,1227
26.9,26.222167017,31.6,31.184121512,18/8/2013,1228
27.1,27.193736266,31.9,32.248708959,18/8/2013,1229
27.4,26.507693919,32.8,31.533119954,18/8/2013,1230
27.4,26.753708974,31.8,32.319460179,18/8/2013,1231
27.4,26.285475041,31.4,31.086321256,18/8/2013,1232
27.7,26.238448071,31.7,30.696565463,18/8/2013,1233
23.2,26.680094845,29.4,31.098153441,18/8/2013,1234
24.6,25.240074768,32.2,31.694161111,19/8/2013,1235
25.3,24.926115392,32.3,32.323084070,19/8/2013,1236
26.3,25.351108903,33.2,32.232685940,19/8/2013,1237
25.4,26.114284250,33.2,32.875512241,19/8/2013,1238
25.8,25.478172719,33.1,33.035617099,19/8/2013,1239
25.8,25.741345480,32.2,33.030386282,19/8/2013,1240
26.3,24.992768797,32.1,31.498120975,19/8/2013,1241
25.2,25.158759249,33.2,31.292915626,19/8/2013,1242
23.7,24.504109911,31.9,32.571919718,19/8/2013,1243
25.9,24.170485275,34,32.591288658,19/8/2013,1244
24.3,25.632212409,33.2,33.503240492,19/8/2013,1245
26.3,25.528533649,33.4,34.307944658,19/8/2013,1246
25.2,26.051727151,32.6,33.050852629,19/8/2013,1247
25.2,24.378078904,31.7,31.808655495,19/8/2013,1248
24.2,24.583095492,31.8,31.146658420,19/8/2013,1249
24.9,23.769524875,33.1,31.421338873,19/8/2013,1250
26.1,25.543996839,34.4,33.413507003,19/8/2013,1251
24.7,25.602390787,32.8,33.815549947,19/8/2013,1252
25.4,24.754630596,32.7,32.741328542,19/8/2013,1253
25.2,25.954419622,32.8,33.254237042,19/8/2013,1254
26.3,24.912596461,33.2,32.350605845,19/8/2013,1255
26.1,25.823818833,34,32.681856077,19/8/2013,1256
26.2,25.275526700,33,33.109535107,19/8/2013,1257
25.9,25.283974800,33.1,32.166456429,19/8/2013,1258
21.7,25.197110755,29.3,32.378283069,19/8/2013,1259
21.2,23.938964474,32.8,31.591394803,20/8/2013,1260
23.2,22.020026470,32,32.850950679,20/8/2013,1261
23.5,23.521480104,32.2,31.940197607,20/8/2013,1262
21.7,23.644028752,31.7,31.930631681,20/8/2013,1263
23.7,22.204848309,32,31.621397937,20/8/2013,1264
24,23.870523228,32.4,31.999023180,20/8/2013,1265
23.7,23.447990941,31.9,31.669956796,20/8/2013,1266
22.5,22.902428240,32.6,31.088623711,20/8/2013,1267
21.1,22.140819015,32.2,31.997321418,20/8/2013,1268
23.5,21.939874026,32.7,32.848927240,20/8/2013,1269
22.7,23.491989298,31.2,32.284618284,20/8/2013,1270
23.7,24.043215704,32.8,32.449533136,20/8/2013,1271
23.7,23.774800322,31.9,32.477118694,20/8/2013,1272
24,23.046067984,31.1,31.151761432,20/8/2013,1273
21.5,23.515344948,32,30.584619623,20/8/2013,1274
20.6,21.447412623,31.4,31.585691105,20/8/2013,1275
23.8,21.742159982,34.2,31.809534822,20/8/2013,1276
22.5,23.605166281,32.5,33.613777950,20/8/2013,1277
22.6,22.838634008,32.1,32.447994886,20/8/2013,1278
23.6,23.504766449,32.1,32.678765228,20/8/2013,1279
23.6,23.494218602,33.6,31.692862115,20/8/2013,1280
24.6,23.512015367,33.3,33.030873676,20/8/2013,1281
24.9,23.943516895,33.5,32.452635344,20/8/2013,1282
24.3,24.186488669,33.9,32.619570111,20/8/2013,1283
22.2,23.855965645,29.8,33.105954976,20/8/2013,1284
21.4,24.396124408,32.5,32.059591941,21/8/2013,1285
24.3,22.176882245,32.2,32.577774636,21/8/2013,1286
24,24.481403148,32.9,32.136368576,21/8/2013,1287
23.9,24.111480544,32.1,32.583580794,21/8/2013,1288
24.9,24.125127908,34.3,32.011522107,21/8/2013,1289
25.4,25.024938823,32.9,34.135626923,21/8/2013,1290
25,24.682467236,33.1,32.145729800,21/8/2013,1291
24.8,24.086573116,33.6,32.210107234,21/8/2013,1292
22,24.178362806,33.6,32.942440263,21/8/2013,1293
24.7,22.788815425,33.2,34.151905147,21/8/2013,1294
23.1,24.553729900,33.6,32.758701227,21/8/2013,1295
24.7,24.511824604,32.8,34.671803060,21/8/2013,1296
24.7,24.638050964,33.2,32.487757621,21/8/2013,1297
24,23.976257404,33.8,32.363074836,21/8/2013,1298
22.1,23.653930338,32.3,33.080585780,21/8/2013,1299
20.6,21.980626048,31.8,31.870096390,21/8/2013,1300
25.2,21.762317749,35.1,32.181217843,21/8/2013,1301
24.3,24.860232746,33.7,34.459021875,21/8/2013,1302
23.6,24.454631287,32.5,33.573636164,21/8/2013,1303
25,24.388624516,33.2,33.058786806,21/8/2013,1304
24.6,24.759589325,34.5,32.722794577,21/8/2013,1305
25.7,24.421609714,34.4,33.872741238,21/8/2013,1306
25.7,24.949778916,34.1,33.480059134,21/8/2013,1307
25.3,24.907897868,34.2,33.182679360,21/8/2013,1308
24,24.734668671,30,33.393647181,21/8/2013,1309
24.4,25.960631035,33,32.261633803,22/8/2013,1310
27.2,24.793260192,32.5,33.066985647,22/8/2013,1311
26.6,27.001114427,33,32.440018214,22/8/2013,1312
26.1,26.361783893,33.9,32.700007497,22/8/2013,1313
27.6,26.117485445,32.7,33.694731371,22/8/2013,1314
27,27.274080867,32,32.682754290,22/8/2013,1315
26.8,26.017591889,32.6,31.330155833,22/8/2013,1316
25.5,25.615027407,32.7,31.765674931,22/8/2013,1317
24.7,24.736165197,32.1,32.119320625,22/8/2013,1318
27.2,25.043079639,33.6,32.791530048,22/8/2013,1319
25.2,26.733115064,32.6,33.151350120,22/8/2013,1320
27.7,26.273642602,33,33.768078026,22/8/2013,1321
26.2,27.238977171,32.9,32.699912057,22/8/2013,1322
26,25.255905065,32.1,32.100833582,22/8/2013,1323
24.3,25.293343846,31.5,31.529461276,22/8/2013,1324
23.9,23.839103126,32.2,31.151971550,22/8/2013,1325
27.4,24.632652754,34.2,32.580590778,22/8/2013,1326
24.7,26.713567322,32.3,33.648503518,22/8/2013,1327
25.7,24.727583565,31.9,32.286188119,22/8/2013,1328
27.2,26.171048861,32.2,32.524449938,22/8/2013,1329
26.9,26.607781543,33.3,31.819881961,22/8/2013,1330
27.5,26.345871546,33.4,32.785954291,22/8/2013,1331
27.6,26.452493265,32.9,32.573799579,22/8/2013,1332
27.7,26.486682740,32.9,32.092540821,22/8/2013,1333
21.3,26.740152640,25.8,32.215328152,22/8/2013,1334
23,23.411967890,28.8,28.362107807,23/8/2013,1335
23.4,23.367391204,29,29.178382826,23/8/2013,1336
24,23.538427043,29.2,29.177825916,23/8/2013,1337
23.5,23.920079893,28.5,29.170791676,23/8/2013,1338
23.1,23.593397895,29.8,28.687748851,23/8/2013,1339
22.8,23.237699691,29.1,29.968874281,23/8/2013,1340
23.1,22.240320028,29,28.618781352,23/8/2013,1341
22,22.233555348,27.4,28.411985397,23/8/2013,1342
22.3,21.439905572,26.6,27.197146637,23/8/2013,1343
23.6,22.686554714,29.1,27.694000431,23/8/2013,1344
22,23.391679283,27.3,28.967214883,23/8/2013,1345
23.9,23.236486294,28.8,28.848440255,23/8/2013,1346
22.4,23.740242414,28.9,28.791220206,23/8/2013,1347
22.5,21.767471608,28.2,28.376845396,23/8/2013,1348
21.8,22.069170656,27.1,27.900328911,23/8/2013,1349
22.8,21.452863224,28.2,27.069488980,23/8/2013,1350
22.9,23.476187401,29.8,28.879232859,23/8/2013,1351
22.8,22.599949842,27.2,29.549226049,23/8/2013,1352
23.3,22.823530405,28.1,27.562137842,23/8/2013,1353
22.9,23.902089797,28.3,28.996876885,23/8/2013,1354
23.3,22.692653175,29,28.184052852,23/8/2013,1355
23,23.014730255,29.8,28.786557565,23/8/2013,1356
23,22.380072003,29.4,29.213382738,23/8/2013,1357
22.8,22.333040184,29.6,28.823651748,23/8/2013,1358
20.2,22.337702195,28.9,29.128636568,23/8/2013,1359
20.3,22.621072097,32,31.218377706,24/8/2013,1360
22.6,21.199732026,31.9,32.113629894,24/8/2013,1361
22.3,22.996336182,31.9,31.851913453,24/8/2013,1362
22.4,22.590364278,32.2,31.652635977,24/8/2013,1363
23.3,22.833388112,32,32.098221280,24/8/2013,1364
23.4,23.523256174,32.2,32.004829383,24/8/2013,1365
22.6,22.917694731,31.1,31.489329190,24/8/2013,1366
21.7,21.909376261,30.9,30.349724614,24/8/2013,1367
19.5,21.360553370,31.6,30.429593197,24/8/2013,1368
23.1,20.525177126,34.2,32.291054011,24/8/2013,1369
21.5,23.221972585,31.3,33.675750129,24/8/2013,1370
23,23.010135722,32.5,32.541037408,24/8/2013,1371
22.7,23.152967888,31.4,32.203384914,24/8/2013,1372
22.8,22.154844664,31.9,30.690717525,24/8/2013,1373
20.7,22.518333766,31.7,31.322513825,24/8/2013,1374
20.3,20.739183131,31.5,31.311261740,24/8/2013,1375
22.7,21.486413867,34.1,31.908525394,24/8/2013,1376
21.6,22.648152099,31.8,33.521427393,24/8/2013,1377
21.5,22.023494563,31.4,31.803003689,24/8/2013,1378
23.3,22.516908476,31.8,32.031996162,24/8/2013,1379
23.1,23.217886152,32.6,31.422362140,24/8/2013,1380
23.3,23.026895112,32.6,32.112208336,24/8/2013,1381
24.2,22.782892733,32.6,31.804332239,24/8/2013,1382
22.9,23.533778116,32.7,31.791593440,24/8/2013,1383
20.4,22.583232108,29.4,31.994987707,24/8/2013,1384
20.3,22.819105498,32.5,31.684157401,25/8/2013,1385
22.3,21.225022032,32.1,32.577758935,25/8/2013,1386
22.2,22.747072366,32.4,32.036443386,25/8/2013,1387
21,22.529283484,31,32.115935100,25/8/2013,1388
22.8,21.561977209,32.1,30.980487661,25/8/2013,1389
22.5,23.096102656,32.2,32.095334615,25/8/2013,1390
23.2,22.139917228,32,31.484112450,25/8/2013,1391
21.4,22.473472733,31.8,31.188347588,25/8/2013,1392
20,21.147331085,32,31.260652568,25/8/2013,1393
22.4,20.977136947,32,32.667152360,25/8/2013,1394
21.6,22.503661274,30.4,31.640253911,25/8/2013,1395
22.3,23.049706961,31.7,31.712970766,25/8/2013,1396
23.5,22.506734310,31.8,31.460974839,25/8/2013,1397
22.9,22.865938119,31.5,31.069196991,25/8/2013,1398
20.7,22.583655739,30.6,30.956219223,25/8/2013,1399
19.7,20.682079662,30.8,30.297674855,25/8/2013,1400
23.1,20.931701227,33.6,31.259299689,25/8/2013,1401
21,22.967424559,31.5,33.065328328,25/8/2013,1402
21.7,21.489380628,31.9,31.523205247,25/8/2013,1403
23.1,22.714942057,30.9,32.497774932,25/8/2013,1404
22.7,22.998354399,32.5,30.591757618,25/8/2013,1405
23.5,22.675814158,32.9,32.018824139,25/8/2013,1406
23.9,22.970623038,32.9,32.085417450,25/8/2013,1407
23.5,23.289661620,32.9,32.068492243,25/8/2013,1408
21.4,23.111291403,28.7,32.187058967,25/8/2013,1409
20.6,23.646293686,31.6,31.048373924,26/8/2013,1410
23.2,21.437323379,31.7,31.751410914,26/8/2013,1411
23.3,23.503333388,31.6,31.676928037,26/8/2013,1412
21.7,23.437686185,31.5,31.388658547,26/8/2013,1413
23.6,22.191837416,31.8,31.450556054,26/8/2013,1414
24.9,23.771140794,31.5,31.827355168,26/8/2013,1415
24,24.176268789,31.1,30.860090169,26/8/2013,1416
22.2,23.117615420,30.6,30.366213920,26/8/2013,1417
20.6,21.776031619,30.6,30.161413275,26/8/2013,1418
23.4,21.422773485,33.6,31.381657494,26/8/2013,1419
22.5,23.449270323,31.3,33.128788170,26/8/2013,1420
23.6,23.872898354,32.2,32.554172905,26/8/2013,1421
23.8,23.654806584,31.5,31.936087873,26/8/2013,1422
24.3,23.109131125,31.2,30.797022601,26/8/2013,1423
21.3,23.776913546,30.5,30.693245535,26/8/2013,1424
19.4,21.194667745,31.4,30.212789149,26/8/2013,1425
23.4,20.703018680,33.5,31.813346080,26/8/2013,1426
23.2,23.220911120,31.2,32.977897224,26/8/2013,1427
22.6,23.373591131,31.4,31.266940996,26/8/2013,1428
23.4,23.466060018,31.7,32.045868930,26/8/2013,1429
23.7,23.298186966,31.6,31.335543380,26/8/2013,1430
25.2,23.492698734,33,31.198348829,26/8/2013,1431
25.3,24.443581258,32.5,32.194415468,26/8/2013,1432
24.3,24.477767065,33.2,31.713175473,26/8/2013,1433
20.6,23.817225584,26.3,32.473230721,26/8/2013,1434
20,22.831299706,29,28.827398195,27/8/2013,1435
22.9,20.784765500,29.5,29.347412831,27/8/2013,1436
22.8,23.130478765,29.7,29.644887117,27/8/2013,1437
21.3,22.907539926,30,29.632023456,27/8/2013,1438
24.7,21.768653471,30,30.064214931,27/8/2013,1439
23.6,24.628047737,28.7,30.176505327,27/8/2013,1440
22.9,22.908828374,28.8,28.265505513,27/8/2013,1441
20.6,22.048653571,29.4,28.235131573,27/8/2013,1442
19.8,20.331865596,28.1,29.042088989,27/8/2013,1443
23.3,20.602598230,31.2,29.068486602,27/8/2013,1444
21.5,23.238858077,29.5,30.913692792,27/8/2013,1445
23.2,22.916049999,30.3,30.885733647,27/8/2013,1446
23.4,23.211024151,29.5,30.180318378,27/8/2013,1447
22.5,22.660203317,29.9,28.948874284,27/8/2013,1448
20.4,22.154862680,28.3,29.479871683,27/8/2013,1449
19.4,20.303586174,29.7,28.175779720,27/8/2013,1450
24.1,20.615014073,29.8,30.245634060,27/8/2013,1451
20.9,23.634509775,29.6,29.568852243,27/8/2013,1452
22.2,21.304246860,29.1,29.772297880,27/8/2013,1453
23.8,23.001693039,29.4,29.920599737,27/8/2013,1454
23.3,23.524768251,29.6,29.217006301,27/8/2013,1455
24.2,23.043771293,29.4,29.350198632,27/8/2013,1456
24.5,23.394057724,29.7,28.863456364,27/8/2013,1457
24.1,23.642171844,30.1,29.122785451,27/8/2013,1458
20.3,23.484400814,27.7,29.610776974,27/8/2013,1459
21.2,22.643802481,30.5,30.120360950,28/8/2013,1460
23,21.897950658,30.3,30.745331009,28/8/2013,1461
22.9,23.257561096,30.6,30.387057225,28/8/2013,1462
21.8,23.039770974,30.2,30.466555286,28/8/2013,1463
22.9,22.210317351,30.7,30.255582194,28/8/2013,1464
23.6,23.108964046,30.3,30.810402587,28/8/2013,1465
23.6,22.990731648,30.2,29.745729222,28/8/2013,1466
22.1,22.724839416,30.3,29.536521031,28/8/2013,1467
20.9,21.673264985,29.3,29.888356597,28/8/2013,1468
23,21.613940119,31.3,30.188624335,28/8/2013,1469
21.5,22.984423332,30.4,31.005974630,28/8/2013,1470
23.1,22.961907164,31.1,31.719451333,28/8/2013,1471
23.2,23.165362992,30,30.920838324,28/8/2013,1472
23,22.512729832,30.5,29.411455483,28/8/2013,1473
21.4,22.617125976,29.3,30.040662574,28/8/2013,1474
20.3,21.218277300,31,29.110274710,28/8/2013,1475
23.4,21.458792385,31.8,31.456323757,28/8/2013,1476
21.3,23.132419106,29.9,31.412678692,28/8/2013,1477
22.1,21.664693483,30.4,30.055172268,28/8/2013,1478
23.5,22.981786787,30.4,31.122870372,28/8/2013,1479
22.9,23.316671948,30.7,30.140543702,28/8/2013,1480
24.5,22.754452931,31.6,30.365267714,28/8/2013,1481
24.4,23.765961851,30,30.900359849,28/8/2013,1482
23.7,23.570770045,30.9,29.401481719,28/8/2013,1483
21.3,23.179637560,24,30.348754449,28/8/2013,1484
21.9,23.316507452,27.2,26.713836841,29/8/2013,1485
23.3,22.332139363,26.7,27.705757566,29/8/2013,1486
23.3,23.330826745,27.6,27.067046746,29/8/2013,1487
23.7,23.230299424,27.2,27.701546599,29/8/2013,1488
24,23.696381153,27.5,27.503158583,29/8/2013,1489
24.3,23.893776139,27.1,27.866554165,29/8/2013,1490
24.1,23.430068805,26.7,26.798518856,29/8/2013,1491
23.5,22.975987594,26.6,26.310571947,29/8/2013,1492
22.9,22.691442387,26.1,26.485207248,29/8/2013,1493
23.8,23.176049998,27.5,27.252446797,29/8/2013,1494
22.6,23.479238878,25.3,27.505424403,29/8/2013,1495
24.4,23.648888647,27.1,27.020755697,29/8/2013,1496
24.3,24.081720100,26.7,27.239790990,29/8/2013,1497
24,23.292393937,26.1,26.375241611,29/8/2013,1498
22.9,23.253786989,26.1,25.987621444,29/8/2013,1499
22.4,22.348557193,27,26.169824742,29/8/2013,1500
24,23.066106243,27.4,27.781965126,29/8/2013,1501
23.8,23.423595830,26.3,27.356323466,29/8/2013,1502
22.7,23.638082289,26.6,26.753596159,29/8/2013,1503
23.7,23.303867431,26.7,27.620626048,29/8/2013,1504
23.5,23.298419971,27.2,26.727331908,29/8/2013,1505
24.9,23.091973740,27.6,27.140139182,29/8/2013,1506
24.9,23.905000721,27.1,27.211746263,29/8/2013,1507
24.4,23.852814632,27.2,26.729681957,29/8/2013,1508
19.9,23.593231493,25.2,26.939733623,29/8/2013,1509
22.5,22.168639994,28.8,27.812916365,30/8/2013,1510
23.5,22.932247314,28,29.191063720,30/8/2013,1511
23.9,23.570011633,28.7,28.271915894,30/8/2013,1512
24,23.804663657,29.1,28.725044819,30/8/2013,1513
24.1,24.052826349,28.8,29.263042279,30/8/2013,1514
23.7,24.046589348,27.4,29.070597894,30/8/2013,1515
23.4,22.926810959,27.9,27.073076009,30/8/2013,1516
22.1,22.432696240,28.5,27.415560630,30/8/2013,1517
20.9,21.579612835,27,28.230834758,30/8/2013,1518
24.3,21.494490108,30.6,28.069571545,30/8/2013,1519
22,24.070212374,28.3,30.375297883,30/8/2013,1520
24.1,23.284645643,28.9,29.789082004,30/8/2013,1521
23.4,23.914798321,28.5,28.902299996,30/8/2013,1522
22.9,22.607260380,28.7,28.032704497,30/8/2013,1523
21.7,22.437109344,27.9,28.382278498,30/8/2013,1524
23.4,21.404306377,29.1,27.824822738,30/8/2013,1525
23.8,24.037433697,29,29.732436813,30/8/2013,1526
22.3,23.332744947,28.6,28.834951578,30/8/2013,1527
22.8,22.460480322,27.9,28.867822646,30/8/2013,1528
23.9,23.456688276,28.3,28.824630710,30/8/2013,1529
24,23.553051853,29.7,28.209281910,30/8/2013,1530
23.8,23.652051242,29.4,29.455861214,30/8/2013,1531
23.9,23.047129888,28.5,28.867527192,30/8/2013,1532
24.3,23.060716690,28.6,28.016861474,30/8/2013,1533
18.8,23.578458047,26.7,28.234447381,30/8/2013,1534
19.5,21.312809764,29.4,29.102153076,30/6/2014,1535
21.8,20.389400489,29.1,29.631398706,30/6/2014,1536
21.6,22.175698870,30,29.185001492,30/6/2014,1537
20.9,21.902479274,29.8,29.817589175,30/6/2014,1538
22.1,21.428862649,29.5,29.794370849,30/6/2014,1539
21.6,22.372697254,28.8,29.611092350,30/6/2014,1540
21,21.202518669,29.2,28.259632835,30/6/2014,1541
20.1,20.444347443,29.8,28.506219238,30/6/2014,1542
18.5,19.936503404,28.8,29.326060445,30/6/2014,1543
22.3,19.533080461,30,29.615922477,30/6/2014,1544
20.3,22.329171955,29.9,29.716189867,30/6/2014,1545
22.7,21.916275492,29.4,31.162958034,30/6/2014,1546
21,22.748971579,29.6,29.262344596,30/6/2014,1547
20.7,20.608456118,29.6,28.939448116,30/6/2014,1548
18.6,20.600548463,28.7,29.106985685,30/6/2014,1549
18.5,18.785998988,30.1,28.445916267,30/6/2014,1550
21.8,19.874245619,30.4,30.525892245,30/6/2014,1551
19.9,21.695074716,30,30.021052926,30/6/2014,1552
21.1,20.476948053,29.3,30.052542398,30/6/2014,1553
21.9,22.077482002,29.4,30.016539131,30/6/2014,1554
21.9,21.899613833,29.9,29.119943533,30/6/2014,1555
21.7,21.866000575,30.4,29.533943194,30/6/2014,1556
21.5,21.302232733,29.3,29.684688272,30/6/2014,1557
22,21.046462495,29.9,28.646539275,30/6/2014,1558
18.8,21.676215728,28.3,29.327288129,30/6/2014,1559
19.7,21.395127597,30.7,30.580255975,1/7/2014,1560
21.5,20.629007928,30.9,30.834106160,1/7/2014,1561
21.6,22.009204659,31.4,30.845323138,1/7/2014,1562
20.6,21.974496776,31.3,31.110983449,1/7/2014,1563
22.3,21.246921238,31.1,31.177612690,1/7/2014,1564
21.9,22.627750646,30.3,31.090885987,1/7/2014,1565
21.9,21.538792722,30.5,29.647901939,1/7/2014,1566
21.1,21.288537869,31.1,29.714800634,1/7/2014,1567
18.8,20.867064383,29.9,30.535473023,1/7/2014,1568
22.6,19.848751539,32.7,30.634786162,1/7/2014,1569
20.4,22.727233088,31.9,32.212786977,1/7/2014,1570
22.1,22.105554855,31.4,33.011358907,1/7/2014,1571
21.4,22.333665986,30.5,31.104881601,1/7/2014,1572
21.3,21.000206018,31.4,29.774390361,1/7/2014,1573
19.6,21.211377556,30.2,30.774847673,1/7/2014,1574
19,19.726854294,31,29.840068187,1/7/2014,1575
21.9,20.352364784,31.7,31.361672264,1/7/2014,1576
20.1,21.848311338,31.3,31.222930555,1/7/2014,1577
20.8,20.716556052,31.5,31.255246986,1/7/2014,1578
22.1,21.931584923,30.9,32.046296082,1/7/2014,1579
22,22.149519104,31.3,30.507372398,1/7/2014,1580
22.6,22.024387251,31.1,30.828175704,1/7/2014,1581
22.6,22.115531152,30.2,30.339097825,1/7/2014,1582
22.4,22.042796738,31.6,29.487348530,1/7/2014,1583
20.1,22.109157045,27.3,30.901115557,1/7/2014,1584
21.6,22.466367745,30.7,29.667903856,2/7/2014,1585
23,22.269949344,30,30.850405522,2/7/2014,1586
23,23.258329649,30.8,30.027020584,2/7/2014,1587
22.4,23.152698828,30,30.568927393,2/7/2014,1588
23.4,22.734557677,30.6,29.992384118,2/7/2014,1589
23.2,23.551993575,29.4,30.638678577,2/7/2014,1590
23.2,22.615178968,29.7,28.827924945,2/7/2014,1591
22.3,22.370071802,31,28.987190631,2/7/2014,1592
20.9,21.898272600,28.5,30.453544361,2/7/2014,1593
23.7,21.590338705,30.3,29.359751895,2/7/2014,1594
21.6,23.553649013,30.1,30.005713897,2/7/2014,1595
23.6,23.049231564,30.6,31.359297941,2/7/2014,1596
22.7,23.587938151,30.5,30.378948656,2/7/2014,1597
22.5,22.122931741,29.9,29.785663630,2/7/2014,1598
20.4,22.170502475,29.6,29.399861337,2/7/2014,1599
21.1,20.386837733,29.9,29.293000981,2/7/2014,1600
23.3,22.109406701,31.1,30.363679167,2/7/2014,1601
21.5,23.026511866,29.7,30.680882294,2/7/2014,1602
22.2,21.843270440,30.1,29.789576233,2/7/2014,1603
23.2,23.068598708,29.9,30.765338730,2/7/2014,1604
23.6,23.048018562,30,29.593355790,2/7/2014,1605
23.6,23.339285492,30.7,29.641269889,2/7/2014,1606
23.6,22.958554167,30.4,29.978411127,2/7/2014,1607
23.4,22.916712590,31.3,29.680829424,2/7/2014,1608
18.4,22.957329252,21.2,30.632788148,2/7/2014,1609
20.8,20.683933550,23.4,24.020031290,3/7/2014,1610
21.4,21.203048939,25.3,24.101757739,3/7/2014,1611
21.9,21.634345992,23.2,25.673053819,3/7/2014,1612
21.2,21.811244257,24.2,23.540682259,3/7/2014,1613
21.8,21.399412616,24.8,24.625802661,3/7/2014,1614
21.3,21.871371730,24.8,25.268744635,3/7/2014,1615
20.8,20.737236212,24.2,24.563806701,3/7/2014,1616
20.5,20.013942104,23.9,23.887639104,3/7/2014,1617
20,19.977977996,23.4,23.881237131,3/7/2014,1618
22.2,20.550334465,25,24.642256703,3/7/2014,1619
19.3,21.985142011,23.9,25.098416143,3/7/2014,1620
22.2,20.743429641,24.8,25.614054535,3/7/2014,1621
20.2,22.080053636,24.6,25.010696395,3/7/2014,1622
20.6,19.659838459,23.8,24.315824636,3/7/2014,1623
19.5,20.215327970,23.5,23.750322341,3/7/2014,1624
21,19.295350320,24.3,23.651868108,3/7/2014,1625
21.1,21.734620672,26.5,25.191038247,3/7/2014,1626
20.7,20.889459915,23.8,26.414257905,3/7/2014,1627
21.2,20.848454694,23.2,24.333979161,3/7/2014,1628
21.6,21.849557541,25.3,24.384447468,3/7/2014,1629
22.3,21.429183869,25.3,25.331749484,3/7/2014,1630
21.4,21.974408857,24.9,25.289820391,3/7/2014,1631
21.4,20.759717641,25.3,24.603445916,3/7/2014,1632
21.3,20.753917722,25.8,24.952393004,3/7/2014,1633
19.3,20.860308846,29.1,25.535742273,3/7/2014,1634
20.9,21.867931167,31.7,31.324527988,4/7/2014,1635
21.5,21.716685560,31.2,31.769008095,4/7/2014,1636
21.6,22.024410127,31.6,31.123639598,4/7/2014,1637
21.4,21.984553442,31.5,31.296938618,4/7/2014,1638
22.5,21.947929084,31.8,31.370285060,4/7/2014,1639
22.1,22.836287571,31.3,31.740334807,4/7/2014,1640
22.1,21.762777400,32.2,30.574427731,4/7/2014,1641
21.7,21.548560700,31.6,31.287873148,4/7/2014,1642
20.4,21.410782592,31.6,31.003540993,4/7/2014,1643
22.6,21.317919530,32,32.219713041,4/7/2014,1644
20.2,22.690951776,30.9,31.567484211,4/7/2014,1645
21.8,21.881083529,32.1,32.087322722,4/7/2014,1646
22.3,22.110353808,32.3,31.750155782,4/7/2014,1647
21.8,21.869965130,30.5,31.445675124,4/7/2014,1648
20.4,21.596644817,30.8,29.949011937,4/7/2014,1649
20.7,20.448447480,31.4,30.402236189,4/7/2014,1650
22.7,21.840993704,33.6,31.746606696,4/7/2014,1651
21.6,22.636846012,31.8,32.985759169,4/7/2014,1652
21.5,22.037599022,31.9,31.730847842,4/7/2014,1653
22,22.556530767,31.4,32.422803841,4/7/2014,1654
22.1,22.088653392,32,30.969571201,4/7/2014,1655
22.9,22.146555652,32.7,31.476782960,4/7/2014,1656
22.8,22.456778366,32.5,31.820626765,4/7/2014,1657
22.4,22.333715773,32.6,31.614571413,4/7/2014,1658
20.9,22.160404647,26.1,31.825958374,4/7/2014,1659
20.3,23.095280904,29.6,28.567576814,5/7/2014,1660
22.9,21.090249672,29,29.824882767,5/7/2014,1661
23.2,23.120209266,29.7,29.103915898,5/7/2014,1662
21.5,23.268536387,29.6,29.555980101,5/7/2014,1663
23.4,21.936374406,29.2,29.616753084,5/7/2014,1664
23,23.479644413,28.9,29.346981013,5/7/2014,1665
22.8,22.416432418,28.2,28.365793591,5/7/2014,1666
21.5,21.947094151,28.6,27.599794141,5/7/2014,1667
20.3,21.083483776,27.8,28.231519088,5/7/2014,1668
23.1,21.035787993,30,28.709697799,5/7/2014,1669
22,23.019726594,28,29.724935695,5/7/2014,1670
23.6,23.286316163,30.1,29.424431065,5/7/2014,1671
